Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,962593,-,-,-,32.49,-84.74,-5,125,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2019,1,1,0,0,0,0,0,0,0,0,3,18.900000000000002,166.71,0,0.12,0.4,4.2,205,100,18.900000000000002,1003,N/A
2019,1,1,0,30,0,0,0,0,0,0,3,18.900000000000002,170.14000000000001,0,0.12,0.4,4.3,202,100,18.900000000000002,1003,N/A
2019,1,1,1,0,0,0,0,0,0,0,3,18.8,169.74,0,0.12,0.30000000000000004,4.3,199,100,18.8,1003,N/A
2019,1,1,1,30,0,0,0,0,0,0,3,18.7,165.82,0,0.12,0.30000000000000004,4.3,199,100,18.7,1003,N/A
2019,1,1,2,0,0,0,0,0,0,0,3,18.6,160.41,0,0.12,0.30000000000000004,4.3,199,100,18.6,1004,N/A
2019,1,1,2,30,0,0,0,0,0,0,0,18.5,154.44,0,0.12,0.30000000000000004,4.2,209,100,18.5,1004,N/A
2019,1,1,3,0,0,0,0,0,0,0,0,18.5,148.25,0,0.12,0.30000000000000004,4.1000000000000005,218,100,18.5,1004,N/A
2019,1,1,3,30,0,0,0,0,0,0,3,18.400000000000002,141.96,0,0.12,0.30000000000000004,3.9000000000000004,226,100,18.400000000000002,1004,N/A
2019,1,1,4,0,0,0,0,0,0,0,3,18.3,135.64000000000001,0,0.12,0.2,3.8000000000000003,234,100,18.3,1004,N/A
2019,1,1,4,30,0,0,0,0,0,0,3,18.1,129.32,0,0.12,0.2,3.7,246,100,18.1,1004,N/A
2019,1,1,5,0,0,0,0,0,0,0,3,18,123.04,0,0.12,0.2,3.7,258,100,18,1004,N/A
2019,1,1,5,30,0,0,0,0,0,0,4,17.7,116.81,0,0.12,0.2,3.6,273,100,17.7,1004,N/A
2019,1,1,6,0,0,0,0,0,0,0,3,17.400000000000002,110.65,0,0.12,0.2,3.5,287,100,17.400000000000002,1004,N/A
2019,1,1,6,30,0,0,0,0,0,0,0,17.2,104.58,0,0.12,0.2,3.5,303,100,17.2,1005,N/A
2019,1,1,7,0,0,0,0,0,0,0,0,17,98.64,0,0.12,0.2,3.4000000000000004,318,100,17,1005,N/A
2019,1,1,7,30,0,0,0,0,0,0,7,17.1,92.85000000000001,0,0.12,0.1,3.4000000000000004,328,98.94,17.3,1005,N/A
2019,1,1,8,0,16,65,19,21,207,32,3,17.6,87.02,71,0.12,0.1,3.4000000000000004,338,100,17.6,1005,N/A
2019,1,1,8,30,46,101,60,40,446,104,3,17.6,81.77,82,0.12,0.2,3.5,316,95.3,18.400000000000002,1006,N/A
2019,1,1,9,0,78,235,132,54,584,188,7,18.900000000000002,76.71000000000001,57,0.12,0.2,3.5,293,98.42,19.200000000000003,1006,N/A
2019,1,1,9,30,116,137,158,68,650,269,7,18.900000000000002,71.98,25,0.12,0.30000000000000004,3.6,275,93.09,20.1,1006,N/A
2019,1,1,10,0,67,18,74,83,680,342,7,20.1,67.65,86,0.12,0.30000000000000004,3.7,256,94.07000000000001,21.1,1007,N/A
2019,1,1,10,30,94,0,94,90,726,410,7,20.1,63.83,14,0.12,0.30000000000000004,3.8000000000000003,252,92.27,21.400000000000002,1006,N/A
2019,1,1,11,0,118,0,118,95,757,466,7,19.8,60.61,43,0.12,0.30000000000000004,3.9000000000000004,248,89.62,21.6,1006,N/A
2019,1,1,11,30,173,26,187,98,778,509,7,19.8,58.09,0,0.12,0.30000000000000004,4,251,89.08,21.700000000000003,1006,N/A
2019,1,1,12,0,145,6,148,101,790,538,7,19.5,56.38,7,0.12,0.4,4,254,87.13,21.700000000000003,1005,N/A
2019,1,1,12,30,96,3,98,105,787,550,4,19.5,55.54,14,0.12,0.4,4.1000000000000005,259,87.13,21.700000000000003,1005,N/A
2019,1,1,13,0,98,1,99,109,775,547,4,19.5,55.61,0,0.12,0.4,4.1000000000000005,264,87.35000000000001,21.700000000000003,1005,N/A
2019,1,1,13,30,115,1,116,111,759,529,4,19.5,56.6,11,0.12,0.4,4.2,271,87.88,21.6,1005,N/A
2019,1,1,14,0,116,3,118,112,732,495,4,19.5,58.46,11,0.12,0.4,4.2,277,88.96000000000001,21.400000000000002,1005,N/A
2019,1,1,14,30,82,0,82,110,699,448,4,19.5,61.1,0,0.12,0.30000000000000004,4.2,287,90.60000000000001,21.1,1005,N/A
2019,1,1,15,0,84,10,88,107,652,389,4,19.400000000000002,64.42,0,0.12,0.30000000000000004,4.2,297,91.94,20.8,1005,N/A
2019,1,1,15,30,98,5,100,98,598,319,7,19.400000000000002,68.33,4,0.12,0.2,4.2,308,94.22,20.400000000000002,1005,N/A
2019,1,1,16,0,96,64,115,87,522,242,7,19.400000000000002,72.73,46,0.12,0.2,4.2,319,96.17,20,1005,N/A
2019,1,1,16,30,42,8,44,71,419,161,4,19.3,77.53,100,0.12,0.2,4.2,324,100,19.3,1005,N/A
2019,1,1,17,0,12,0,12,48,272,83,3,18.7,82.63,100,0.12,0.1,4.2,329,99.95,18.7,1006,N/A
2019,1,1,17,30,6,7,6,17,77,20,3,18.3,87.88,71,0.12,0.1,4.2,334,100,18.3,1006,N/A
2019,1,1,18,0,0,0,0,0,0,0,3,17.900000000000002,93.8,0,0.12,0.1,4.2,340,100,17.900000000000002,1006,N/A
2019,1,1,18,30,0,0,0,0,0,0,3,17.900000000000002,99.61,0,0.12,0.1,4.2,340,100,17.900000000000002,1006,N/A
