Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,957906,-,-,-,32.41,-84.98,-6,73,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,GHI,
2019,1,1,0,0,0,N/A
2019,1,1,0,30,0,N/A
2019,1,1,1,0,0,N/A
2019,1,1,1,30,0,N/A
2019,1,1,2,0,0,N/A
2019,1,1,2,30,0,N/A
2019,1,1,3,0,0,N/A
2019,1,1,3,30,0,N/A
2019,1,1,4,0,0,N/A
2019,1,1,4,30,0,N/A
2019,1,1,5,0,0,N/A
2019,1,1,5,30,0,N/A
2019,1,1,6,0,0,N/A
2019,1,1,6,30,0,N/A
2019,1,1,7,0,18,N/A
2019,1,1,7,30,37,N/A
2019,1,1,8,0,125,N/A
2019,1,1,8,30,166,N/A
2019,1,1,9,0,161,N/A
2019,1,1,9,30,92,N/A
2019,1,1,10,0,82,N/A
2019,1,1,10,30,111,N/A
2019,1,1,11,0,61,N/A
2019,1,1,11,30,68,N/A
2019,1,1,12,0,120,N/A
2019,1,1,12,30,141,N/A
2019,1,1,13,0,112,N/A
2019,1,1,13,30,86,N/A
2019,1,1,14,0,65,N/A
2019,1,1,14,30,103,N/A
2019,1,1,15,0,43,N/A
2019,1,1,15,30,11,N/A
2019,1,1,16,0,6,N/A
2019,1,1,16,30,4,N/A
2019,1,1,17,0,0,N/A
2019,1,1,17,30,0,N/A
2019,1,1,18,0,0,N/A
2019,1,1,18,30,0,N/A
2019,1,1,19,0,0,N/A
2019,1,1,19,30,0,N/A
2019,1,1,20,0,0,N/A
2019,1,1,20,30,0,N/A
2019,1,1,21,0,0,N/A
2019,1,1,21,30,0,N/A
2019,1,1,22,0,0,N/A
2019,1,1,22,30,0,N/A
2019,1,1,23,0,0,N/A
2019,1,1,23,30,0,N/A
2019,1,2,0,0,0,N/A
2019,1,2,0,30,0,N/A
2019,1,2,1,0,0,N/A
2019,1,2,1,30,0,N/A
2019,1,2,2,0,0,N/A
2019,1,2,2,30,0,N/A
2019,1,2,3,0,0,N/A
2019,1,2,3,30,0,N/A
2019,1,2,4,0,0,N/A
2019,1,2,4,30,0,N/A
2019,1,2,5,0,0,N/A
2019,1,2,5,30,0,N/A
2019,1,2,6,0,0,N/A
2019,1,2,6,30,0,N/A
2019,1,2,7,0,8,N/A
2019,1,2,7,30,11,N/A
2019,1,2,8,0,26,N/A
2019,1,2,8,30,42,N/A
2019,1,2,9,0,52,N/A
2019,1,2,9,30,45,N/A
2019,1,2,10,0,112,N/A
2019,1,2,10,30,141,N/A
2019,1,2,11,0,136,N/A
2019,1,2,11,30,114,N/A
2019,1,2,12,0,105,N/A
2019,1,2,12,30,85,N/A
2019,1,2,13,0,75,N/A
2019,1,2,13,30,49,N/A
2019,1,2,14,0,72,N/A
2019,1,2,14,30,56,N/A
2019,1,2,15,0,44,N/A
2019,1,2,15,30,51,N/A
2019,1,2,16,0,26,N/A
2019,1,2,16,30,7,N/A
2019,1,2,17,0,0,N/A
2019,1,2,17,30,0,N/A
2019,1,2,18,0,0,N/A
2019,1,2,18,30,0,N/A
2019,1,2,19,0,0,N/A
2019,1,2,19,30,0,N/A
2019,1,2,20,0,0,N/A
2019,1,2,20,30,0,N/A
2019,1,2,21,0,0,N/A
2019,1,2,21,30,0,N/A
2019,1,2,22,0,0,N/A
2019,1,2,22,30,0,N/A
2019,1,2,23,0,0,N/A
2019,1,2,23,30,0,N/A
2019,1,3,0,0,0,N/A
2019,1,3,0,30,0,N/A
2019,1,3,1,0,0,N/A
2019,1,3,1,30,0,N/A
2019,1,3,2,0,0,N/A
2019,1,3,2,30,0,N/A
2019,1,3,3,0,0,N/A
2019,1,3,3,30,0,N/A
2019,1,3,4,0,0,N/A
2019,1,3,4,30,0,N/A
2019,1,3,5,0,0,N/A
2019,1,3,5,30,0,N/A
2019,1,3,6,0,0,N/A
2019,1,3,6,30,0,N/A
2019,1,3,7,0,4,N/A
2019,1,3,7,30,7,N/A
2019,1,3,8,0,17,N/A
2019,1,3,8,30,65,N/A
2019,1,3,9,0,73,N/A
2019,1,3,9,30,65,N/A
2019,1,3,10,0,63,N/A
2019,1,3,10,30,101,N/A
2019,1,3,11,0,132,N/A
2019,1,3,11,30,221,N/A
2019,1,3,12,0,162,N/A
2019,1,3,12,30,147,N/A
2019,1,3,13,0,119,N/A
2019,1,3,13,30,84,N/A
2019,1,3,14,0,35,N/A
2019,1,3,14,30,34,N/A
2019,1,3,15,0,30,N/A
2019,1,3,15,30,30,N/A
2019,1,3,16,0,17,N/A
2019,1,3,16,30,6,N/A
2019,1,3,17,0,0,N/A
2019,1,3,17,30,0,N/A
2019,1,3,18,0,0,N/A
2019,1,3,18,30,0,N/A
2019,1,3,19,0,0,N/A
2019,1,3,19,30,0,N/A
2019,1,3,20,0,0,N/A
2019,1,3,20,30,0,N/A
2019,1,3,21,0,0,N/A
2019,1,3,21,30,0,N/A
2019,1,3,22,0,0,N/A
2019,1,3,22,30,0,N/A
2019,1,3,23,0,0,N/A
2019,1,3,23,30,0,N/A
2019,1,4,0,0,0,N/A
2019,1,4,0,30,0,N/A
2019,1,4,1,0,0,N/A
2019,1,4,1,30,0,N/A
2019,1,4,2,0,0,N/A
2019,1,4,2,30,0,N/A
2019,1,4,3,0,0,N/A
2019,1,4,3,30,0,N/A
2019,1,4,4,0,0,N/A
2019,1,4,4,30,0,N/A
2019,1,4,5,0,0,N/A
2019,1,4,5,30,0,N/A
2019,1,4,6,0,0,N/A
2019,1,4,6,30,0,N/A
2019,1,4,7,0,10,N/A
2019,1,4,7,30,24,N/A
2019,1,4,8,0,44,N/A
2019,1,4,8,30,122,N/A
2019,1,4,9,0,141,N/A
2019,1,4,9,30,109,N/A
2019,1,4,10,0,172,N/A
2019,1,4,10,30,340,N/A
2019,1,4,11,0,346,N/A
2019,1,4,11,30,316,N/A
2019,1,4,12,0,431,N/A
2019,1,4,12,30,484,N/A
2019,1,4,13,0,455,N/A
2019,1,4,13,30,385,N/A
2019,1,4,14,0,254,N/A
2019,1,4,14,30,246,N/A
2019,1,4,15,0,283,N/A
2019,1,4,15,30,203,N/A
2019,1,4,16,0,112,N/A
2019,1,4,16,30,34,N/A
2019,1,4,17,0,0,N/A
2019,1,4,17,30,0,N/A
2019,1,4,18,0,0,N/A
2019,1,4,18,30,0,N/A
2019,1,4,19,0,0,N/A
2019,1,4,19,30,0,N/A
2019,1,4,20,0,0,N/A
2019,1,4,20,30,0,N/A
2019,1,4,21,0,0,N/A
2019,1,4,21,30,0,N/A
2019,1,4,22,0,0,N/A
2019,1,4,22,30,0,N/A
2019,1,4,23,0,0,N/A
2019,1,4,23,30,0,N/A
2019,1,5,0,0,0,N/A
2019,1,5,0,30,0,N/A
2019,1,5,1,0,0,N/A
2019,1,5,1,30,0,N/A
2019,1,5,2,0,0,N/A
2019,1,5,2,30,0,N/A
2019,1,5,3,0,0,N/A
2019,1,5,3,30,0,N/A
2019,1,5,4,0,0,N/A
2019,1,5,4,30,0,N/A
2019,1,5,5,0,0,N/A
2019,1,5,5,30,0,N/A
2019,1,5,6,0,0,N/A
2019,1,5,6,30,0,N/A
2019,1,5,7,0,25,N/A
2019,1,5,7,30,105,N/A
2019,1,5,8,0,197,N/A
2019,1,5,8,30,290,N/A
2019,1,5,9,0,378,N/A
2019,1,5,9,30,452,N/A
2019,1,5,10,0,513,N/A
2019,1,5,10,30,561,N/A
2019,1,5,11,0,594,N/A
2019,1,5,11,30,611,N/A
2019,1,5,12,0,611,N/A
2019,1,5,12,30,595,N/A
2019,1,5,13,0,563,N/A
2019,1,5,13,30,516,N/A
2019,1,5,14,0,455,N/A
2019,1,5,14,30,382,N/A
2019,1,5,15,0,299,N/A
2019,1,5,15,30,208,N/A
2019,1,5,16,0,117,N/A
2019,1,5,16,30,36,N/A
2019,1,5,17,0,0,N/A
2019,1,5,17,30,0,N/A
2019,1,5,18,0,0,N/A
2019,1,5,18,30,0,N/A
2019,1,5,19,0,0,N/A
2019,1,5,19,30,0,N/A
2019,1,5,20,0,0,N/A
2019,1,5,20,30,0,N/A
2019,1,5,21,0,0,N/A
2019,1,5,21,30,0,N/A
2019,1,5,22,0,0,N/A
2019,1,5,22,30,0,N/A
2019,1,5,23,0,0,N/A
2019,1,5,23,30,0,N/A
2019,1,6,0,0,0,N/A
2019,1,6,0,30,0,N/A
2019,1,6,1,0,0,N/A
2019,1,6,1,30,0,N/A
2019,1,6,2,0,0,N/A
2019,1,6,2,30,0,N/A
2019,1,6,3,0,0,N/A
2019,1,6,3,30,0,N/A
2019,1,6,4,0,0,N/A
2019,1,6,4,30,0,N/A
2019,1,6,5,0,0,N/A
2019,1,6,5,30,0,N/A
2019,1,6,6,0,0,N/A
2019,1,6,6,30,0,N/A
2019,1,6,7,0,35,N/A
2019,1,6,7,30,116,N/A
2019,1,6,8,0,209,N/A
2019,1,6,8,30,300,N/A
2019,1,6,9,0,383,N/A
2019,1,6,9,30,458,N/A
2019,1,6,10,0,520,N/A
2019,1,6,10,30,568,N/A
2019,1,6,11,0,600,N/A
2019,1,6,11,30,616,N/A
2019,1,6,12,0,615,N/A
2019,1,6,12,30,599,N/A
2019,1,6,13,0,566,N/A
2019,1,6,13,30,518,N/A
2019,1,6,14,0,457,N/A
2019,1,6,14,30,383,N/A
2019,1,6,15,0,300,N/A
2019,1,6,15,30,210,N/A
2019,1,6,16,0,119,N/A
2019,1,6,16,30,38,N/A
2019,1,6,17,0,0,N/A
2019,1,6,17,30,0,N/A
2019,1,6,18,0,0,N/A
2019,1,6,18,30,0,N/A
2019,1,6,19,0,0,N/A
2019,1,6,19,30,0,N/A
2019,1,6,20,0,0,N/A
2019,1,6,20,30,0,N/A
2019,1,6,21,0,0,N/A
2019,1,6,21,30,0,N/A
2019,1,6,22,0,0,N/A
2019,1,6,22,30,0,N/A
2019,1,6,23,0,0,N/A
2019,1,6,23,30,0,N/A
2019,1,7,0,0,0,N/A
2019,1,7,0,30,0,N/A
2019,1,7,1,0,0,N/A
2019,1,7,1,30,0,N/A
2019,1,7,2,0,0,N/A
2019,1,7,2,30,0,N/A
2019,1,7,3,0,0,N/A
2019,1,7,3,30,0,N/A
2019,1,7,4,0,0,N/A
2019,1,7,4,30,0,N/A
2019,1,7,5,0,0,N/A
2019,1,7,5,30,0,N/A
2019,1,7,6,0,0,N/A
2019,1,7,6,30,0,N/A
2019,1,7,7,0,23,N/A
2019,1,7,7,30,92,N/A
2019,1,7,8,0,201,N/A
2019,1,7,8,30,299,N/A
2019,1,7,9,0,383,N/A
2019,1,7,9,30,454,N/A
2019,1,7,10,0,518,N/A
2019,1,7,10,30,566,N/A
2019,1,7,11,0,600,N/A
2019,1,7,11,30,617,N/A
2019,1,7,12,0,618,N/A
2019,1,7,12,30,535,N/A
2019,1,7,13,0,519,N/A
2019,1,7,13,30,477,N/A
2019,1,7,14,0,415,N/A
2019,1,7,14,30,361,N/A
2019,1,7,15,0,295,N/A
2019,1,7,15,30,165,N/A
2019,1,7,16,0,113,N/A
2019,1,7,16,30,40,N/A
2019,1,7,17,0,0,N/A
2019,1,7,17,30,0,N/A
2019,1,7,18,0,0,N/A
2019,1,7,18,30,0,N/A
2019,1,7,19,0,0,N/A
2019,1,7,19,30,0,N/A
2019,1,7,20,0,0,N/A
2019,1,7,20,30,0,N/A
2019,1,7,21,0,0,N/A
2019,1,7,21,30,0,N/A
2019,1,7,22,0,0,N/A
2019,1,7,22,30,0,N/A
2019,1,7,23,0,0,N/A
2019,1,7,23,30,0,N/A
2019,1,8,0,0,0,N/A
2019,1,8,0,30,0,N/A
2019,1,8,1,0,0,N/A
2019,1,8,1,30,0,N/A
2019,1,8,2,0,0,N/A
2019,1,8,2,30,0,N/A
2019,1,8,3,0,0,N/A
2019,1,8,3,30,0,N/A
2019,1,8,4,0,0,N/A
2019,1,8,4,30,0,N/A
2019,1,8,5,0,0,N/A
2019,1,8,5,30,0,N/A
2019,1,8,6,0,0,N/A
2019,1,8,6,30,0,N/A
2019,1,8,7,0,21,N/A
2019,1,8,7,30,78,N/A
2019,1,8,8,0,153,N/A
2019,1,8,8,30,241,N/A
2019,1,8,9,0,318,N/A
2019,1,8,9,30,372,N/A
2019,1,8,10,0,437,N/A
2019,1,8,10,30,338,N/A
2019,1,8,11,0,249,N/A
2019,1,8,11,30,123,N/A
2019,1,8,12,0,268,N/A
2019,1,8,12,30,225,N/A
2019,1,8,13,0,263,N/A
2019,1,8,13,30,350,N/A
2019,1,8,14,0,353,N/A
2019,1,8,14,30,293,N/A
2019,1,8,15,0,253,N/A
2019,1,8,15,30,188,N/A
2019,1,8,16,0,114,N/A
2019,1,8,16,30,37,N/A
2019,1,8,17,0,0,N/A
2019,1,8,17,30,0,N/A
2019,1,8,18,0,0,N/A
2019,1,8,18,30,0,N/A
2019,1,8,19,0,0,N/A
2019,1,8,19,30,0,N/A
2019,1,8,20,0,0,N/A
2019,1,8,20,30,0,N/A
2019,1,8,21,0,0,N/A
2019,1,8,21,30,0,N/A
2019,1,8,22,0,0,N/A
2019,1,8,22,30,0,N/A
2019,1,8,23,0,0,N/A
2019,1,8,23,30,0,N/A
2019,1,9,0,0,0,N/A
2019,1,9,0,30,0,N/A
2019,1,9,1,0,0,N/A
2019,1,9,1,30,0,N/A
2019,1,9,2,0,0,N/A
2019,1,9,2,30,0,N/A
2019,1,9,3,0,0,N/A
2019,1,9,3,30,0,N/A
2019,1,9,4,0,0,N/A
2019,1,9,4,30,0,N/A
2019,1,9,5,0,0,N/A
2019,1,9,5,30,0,N/A
2019,1,9,6,0,0,N/A
2019,1,9,6,30,0,N/A
2019,1,9,7,0,37,N/A
2019,1,9,7,30,121,N/A
2019,1,9,8,0,217,N/A
2019,1,9,8,30,311,N/A
2019,1,9,9,0,398,N/A
2019,1,9,9,30,475,N/A
2019,1,9,10,0,539,N/A
2019,1,9,10,30,589,N/A
2019,1,9,11,0,624,N/A
2019,1,9,11,30,641,N/A
2019,1,9,12,0,642,N/A
2019,1,9,12,30,627,N/A
2019,1,9,13,0,595,N/A
2019,1,9,13,30,547,N/A
2019,1,9,14,0,485,N/A
2019,1,9,14,30,409,N/A
2019,1,9,15,0,324,N/A
2019,1,9,15,30,230,N/A
2019,1,9,16,0,134,N/A
2019,1,9,16,30,46,N/A
2019,1,9,17,0,0,N/A
2019,1,9,17,30,0,N/A
2019,1,9,18,0,0,N/A
2019,1,9,18,30,0,N/A
2019,1,9,19,0,0,N/A
2019,1,9,19,30,0,N/A
2019,1,9,20,0,0,N/A
2019,1,9,20,30,0,N/A
2019,1,9,21,0,0,N/A
2019,1,9,21,30,0,N/A
2019,1,9,22,0,0,N/A
2019,1,9,22,30,0,N/A
2019,1,9,23,0,0,N/A
2019,1,9,23,30,0,N/A
2019,1,10,0,0,0,N/A
2019,1,10,0,30,0,N/A
2019,1,10,1,0,0,N/A
2019,1,10,1,30,0,N/A
2019,1,10,2,0,0,N/A
2019,1,10,2,30,0,N/A
2019,1,10,3,0,0,N/A
2019,1,10,3,30,0,N/A
2019,1,10,4,0,0,N/A
2019,1,10,4,30,0,N/A
2019,1,10,5,0,0,N/A
2019,1,10,5,30,0,N/A
2019,1,10,6,0,0,N/A
2019,1,10,6,30,0,N/A
2019,1,10,7,0,28,N/A
2019,1,10,7,30,82,N/A
2019,1,10,8,0,213,N/A
2019,1,10,8,30,306,N/A
2019,1,10,9,0,393,N/A
2019,1,10,9,30,469,N/A
2019,1,10,10,0,534,N/A
2019,1,10,10,30,583,N/A
2019,1,10,11,0,617,N/A
2019,1,10,11,30,635,N/A
2019,1,10,12,0,637,N/A
2019,1,10,12,30,621,N/A
2019,1,10,13,0,590,N/A
2019,1,10,13,30,543,N/A
2019,1,10,14,0,481,N/A
2019,1,10,14,30,407,N/A
2019,1,10,15,0,322,N/A
2019,1,10,15,30,229,N/A
2019,1,10,16,0,134,N/A
2019,1,10,16,30,49,N/A
2019,1,10,17,0,2,N/A
2019,1,10,17,30,0,N/A
2019,1,10,18,0,0,N/A
2019,1,10,18,30,0,N/A
2019,1,10,19,0,0,N/A
2019,1,10,19,30,0,N/A
2019,1,10,20,0,0,N/A
2019,1,10,20,30,0,N/A
2019,1,10,21,0,0,N/A
2019,1,10,21,30,0,N/A
2019,1,10,22,0,0,N/A
2019,1,10,22,30,0,N/A
2019,1,10,23,0,0,N/A
2019,1,10,23,30,0,N/A
2019,1,11,0,0,0,N/A
2019,1,11,0,30,0,N/A
2019,1,11,1,0,0,N/A
2019,1,11,1,30,0,N/A
2019,1,11,2,0,0,N/A
2019,1,11,2,30,0,N/A
2019,1,11,3,0,0,N/A
2019,1,11,3,30,0,N/A
2019,1,11,4,0,0,N/A
2019,1,11,4,30,0,N/A
2019,1,11,5,0,0,N/A
2019,1,11,5,30,0,N/A
2019,1,11,6,0,0,N/A
2019,1,11,6,30,0,N/A
2019,1,11,7,0,34,N/A
2019,1,11,7,30,114,N/A
2019,1,11,8,0,207,N/A
2019,1,11,8,30,300,N/A
2019,1,11,9,0,384,N/A
2019,1,11,9,30,460,N/A
2019,1,11,10,0,522,N/A
2019,1,11,10,30,570,N/A
2019,1,11,11,0,603,N/A
2019,1,11,11,30,621,N/A
2019,1,11,12,0,622,N/A
2019,1,11,12,30,606,N/A
2019,1,11,13,0,573,N/A
2019,1,11,13,30,527,N/A
2019,1,11,14,0,465,N/A
2019,1,11,14,30,392,N/A
2019,1,11,15,0,309,N/A
2019,1,11,15,30,219,N/A
2019,1,11,16,0,128,N/A
2019,1,11,16,30,46,N/A
2019,1,11,17,0,2,N/A
2019,1,11,17,30,0,N/A
2019,1,11,18,0,0,N/A
2019,1,11,18,30,0,N/A
2019,1,11,19,0,0,N/A
2019,1,11,19,30,0,N/A
2019,1,11,20,0,0,N/A
2019,1,11,20,30,0,N/A
2019,1,11,21,0,0,N/A
2019,1,11,21,30,0,N/A
2019,1,11,22,0,0,N/A
2019,1,11,22,30,0,N/A
2019,1,11,23,0,0,N/A
2019,1,11,23,30,0,N/A
2019,1,12,0,0,0,N/A
2019,1,12,0,30,0,N/A
2019,1,12,1,0,0,N/A
2019,1,12,1,30,0,N/A
2019,1,12,2,0,0,N/A
2019,1,12,2,30,0,N/A
2019,1,12,3,0,0,N/A
2019,1,12,3,30,0,N/A
2019,1,12,4,0,0,N/A
2019,1,12,4,30,0,N/A
2019,1,12,5,0,0,N/A
2019,1,12,5,30,0,N/A
2019,1,12,6,0,0,N/A
2019,1,12,6,30,0,N/A
2019,1,12,7,0,9,N/A
2019,1,12,7,30,26,N/A
2019,1,12,8,0,47,N/A
2019,1,12,8,30,45,N/A
2019,1,12,9,0,53,N/A
2019,1,12,9,30,157,N/A
2019,1,12,10,0,254,N/A
2019,1,12,10,30,226,N/A
2019,1,12,11,0,153,N/A
2019,1,12,11,30,162,N/A
2019,1,12,12,0,193,N/A
2019,1,12,12,30,139,N/A
2019,1,12,13,0,177,N/A
2019,1,12,13,30,151,N/A
2019,1,12,14,0,67,N/A
2019,1,12,14,30,52,N/A
2019,1,12,15,0,74,N/A
2019,1,12,15,30,36,N/A
2019,1,12,16,0,14,N/A
2019,1,12,16,30,7,N/A
2019,1,12,17,0,2,N/A
2019,1,12,17,30,0,N/A
2019,1,12,18,0,0,N/A
2019,1,12,18,30,0,N/A
2019,1,12,19,0,0,N/A
2019,1,12,19,30,0,N/A
2019,1,12,20,0,0,N/A
2019,1,12,20,30,0,N/A
2019,1,12,21,0,0,N/A
2019,1,12,21,30,0,N/A
2019,1,12,22,0,0,N/A
2019,1,12,22,30,0,N/A
2019,1,12,23,0,0,N/A
2019,1,12,23,30,0,N/A
2019,1,13,0,0,0,N/A
2019,1,13,0,30,0,N/A
2019,1,13,1,0,0,N/A
2019,1,13,1,30,0,N/A
2019,1,13,2,0,0,N/A
2019,1,13,2,30,0,N/A
2019,1,13,3,0,0,N/A
2019,1,13,3,30,0,N/A
2019,1,13,4,0,0,N/A
2019,1,13,4,30,0,N/A
2019,1,13,5,0,0,N/A
2019,1,13,5,30,0,N/A
2019,1,13,6,0,0,N/A
2019,1,13,6,30,0,N/A
2019,1,13,7,0,22,N/A
2019,1,13,7,30,85,N/A
2019,1,13,8,0,104,N/A
2019,1,13,8,30,73,N/A
2019,1,13,9,0,108,N/A
2019,1,13,9,30,58,N/A
2019,1,13,10,0,70,N/A
2019,1,13,10,30,80,N/A
2019,1,13,11,0,154,N/A
2019,1,13,11,30,168,N/A
2019,1,13,12,0,81,N/A
2019,1,13,12,30,77,N/A
2019,1,13,13,0,112,N/A
2019,1,13,13,30,80,N/A
2019,1,13,14,0,59,N/A
2019,1,13,14,30,49,N/A
2019,1,13,15,0,42,N/A
2019,1,13,15,30,43,N/A
2019,1,13,16,0,24,N/A
2019,1,13,16,30,9,N/A
2019,1,13,17,0,0,N/A
2019,1,13,17,30,0,N/A
2019,1,13,18,0,0,N/A
2019,1,13,18,30,0,N/A
2019,1,13,19,0,0,N/A
2019,1,13,19,30,0,N/A
2019,1,13,20,0,0,N/A
2019,1,13,20,30,0,N/A
2019,1,13,21,0,0,N/A
2019,1,13,21,30,0,N/A
2019,1,13,22,0,0,N/A
2019,1,13,22,30,0,N/A
2019,1,13,23,0,0,N/A
2019,1,13,23,30,0,N/A
2019,1,14,0,0,0,N/A
2019,1,14,0,30,0,N/A
2019,1,14,1,0,0,N/A
2019,1,14,1,30,0,N/A
2019,1,14,2,0,0,N/A
2019,1,14,2,30,0,N/A
2019,1,14,3,0,0,N/A
2019,1,14,3,30,0,N/A
2019,1,14,4,0,0,N/A
2019,1,14,4,30,0,N/A
2019,1,14,5,0,0,N/A
2019,1,14,5,30,0,N/A
2019,1,14,6,0,0,N/A
2019,1,14,6,30,0,N/A
2019,1,14,7,0,7,N/A
2019,1,14,7,30,16,N/A
2019,1,14,8,0,31,N/A
2019,1,14,8,30,48,N/A
2019,1,14,9,0,57,N/A
2019,1,14,9,30,71,N/A
2019,1,14,10,0,80,N/A
2019,1,14,10,30,86,N/A
2019,1,14,11,0,100,N/A
2019,1,14,11,30,125,N/A
2019,1,14,12,0,151,N/A
2019,1,14,12,30,191,N/A
2019,1,14,13,0,210,N/A
2019,1,14,13,30,286,N/A
2019,1,14,14,0,327,N/A
2019,1,14,14,30,124,N/A
2019,1,14,15,0,122,N/A
2019,1,14,15,30,91,N/A
2019,1,14,16,0,49,N/A
2019,1,14,16,30,17,N/A
2019,1,14,17,0,1,N/A
2019,1,14,17,30,0,N/A
2019,1,14,18,0,0,N/A
2019,1,14,18,30,0,N/A
2019,1,14,19,0,0,N/A
2019,1,14,19,30,0,N/A
2019,1,14,20,0,0,N/A
2019,1,14,20,30,0,N/A
2019,1,14,21,0,0,N/A
2019,1,14,21,30,0,N/A
2019,1,14,22,0,0,N/A
2019,1,14,22,30,0,N/A
2019,1,14,23,0,0,N/A
2019,1,14,23,30,0,N/A
2019,1,15,0,0,0,N/A
2019,1,15,0,30,0,N/A
2019,1,15,1,0,0,N/A
2019,1,15,1,30,0,N/A
2019,1,15,2,0,0,N/A
2019,1,15,2,30,0,N/A
2019,1,15,3,0,0,N/A
2019,1,15,3,30,0,N/A
2019,1,15,4,0,0,N/A
2019,1,15,4,30,0,N/A
2019,1,15,5,0,0,N/A
2019,1,15,5,30,0,N/A
2019,1,15,6,0,0,N/A
2019,1,15,6,30,0,N/A
2019,1,15,7,0,9,N/A
2019,1,15,7,30,23,N/A
2019,1,15,8,0,45,N/A
2019,1,15,8,30,71,N/A
2019,1,15,9,0,124,N/A
2019,1,15,9,30,119,N/A
2019,1,15,10,0,148,N/A
2019,1,15,10,30,179,N/A
2019,1,15,11,0,216,N/A
2019,1,15,11,30,266,N/A
2019,1,15,12,0,287,N/A
2019,1,15,12,30,350,N/A
2019,1,15,13,0,445,N/A
2019,1,15,13,30,548,N/A
2019,1,15,14,0,495,N/A
2019,1,15,14,30,421,N/A
2019,1,15,15,0,335,N/A
2019,1,15,15,30,242,N/A
2019,1,15,16,0,138,N/A
2019,1,15,16,30,59,N/A
2019,1,15,17,0,3,N/A
2019,1,15,17,30,0,N/A
2019,1,15,18,0,0,N/A
2019,1,15,18,30,0,N/A
2019,1,15,19,0,0,N/A
2019,1,15,19,30,0,N/A
2019,1,15,20,0,0,N/A
2019,1,15,20,30,0,N/A
2019,1,15,21,0,0,N/A
2019,1,15,21,30,0,N/A
2019,1,15,22,0,0,N/A
2019,1,15,22,30,0,N/A
2019,1,15,23,0,0,N/A
2019,1,15,23,30,0,N/A
2019,1,16,0,0,0,N/A
2019,1,16,0,30,0,N/A
2019,1,16,1,0,0,N/A
2019,1,16,1,30,0,N/A
2019,1,16,2,0,0,N/A
2019,1,16,2,30,0,N/A
2019,1,16,3,0,0,N/A
2019,1,16,3,30,0,N/A
2019,1,16,4,0,0,N/A
2019,1,16,4,30,0,N/A
2019,1,16,5,0,0,N/A
2019,1,16,5,30,0,N/A
2019,1,16,6,0,0,N/A
2019,1,16,6,30,0,N/A
2019,1,16,7,0,36,N/A
2019,1,16,7,30,119,N/A
2019,1,16,8,0,215,N/A
2019,1,16,8,30,310,N/A
2019,1,16,9,0,398,N/A
2019,1,16,9,30,477,N/A
2019,1,16,10,0,542,N/A
2019,1,16,10,30,594,N/A
2019,1,16,11,0,630,N/A
2019,1,16,11,30,649,N/A
2019,1,16,12,0,652,N/A
2019,1,16,12,30,638,N/A
2019,1,16,13,0,608,N/A
2019,1,16,13,30,561,N/A
2019,1,16,14,0,500,N/A
2019,1,16,14,30,426,N/A
2019,1,16,15,0,340,N/A
2019,1,16,15,30,248,N/A
2019,1,16,16,0,151,N/A
2019,1,16,16,30,62,N/A
2019,1,16,17,0,6,N/A
2019,1,16,17,30,0,N/A
2019,1,16,18,0,0,N/A
2019,1,16,18,30,0,N/A
2019,1,16,19,0,0,N/A
2019,1,16,19,30,0,N/A
2019,1,16,20,0,0,N/A
2019,1,16,20,30,0,N/A
2019,1,16,21,0,0,N/A
2019,1,16,21,30,0,N/A
2019,1,16,22,0,0,N/A
2019,1,16,22,30,0,N/A
2019,1,16,23,0,0,N/A
2019,1,16,23,30,0,N/A
2019,1,17,0,0,0,N/A
2019,1,17,0,30,0,N/A
2019,1,17,1,0,0,N/A
2019,1,17,1,30,0,N/A
2019,1,17,2,0,0,N/A
2019,1,17,2,30,0,N/A
2019,1,17,3,0,0,N/A
2019,1,17,3,30,0,N/A
2019,1,17,4,0,0,N/A
2019,1,17,4,30,0,N/A
2019,1,17,5,0,0,N/A
2019,1,17,5,30,0,N/A
2019,1,17,6,0,0,N/A
2019,1,17,6,30,0,N/A
2019,1,17,7,0,28,N/A
2019,1,17,7,30,102,N/A
2019,1,17,8,0,191,N/A
2019,1,17,8,30,241,N/A
2019,1,17,9,0,278,N/A
