Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,959717,-,-,-,32.33,-84.86,-5,110,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2019,1,1,0,0,0,0,0,0,0,0,3,18.900000000000002,166.76,0,0.11,0.30000000000000004,4.3,205,100,18.900000000000002,1004,N/A
2019,1,1,0,30,0,0,0,0,0,0,3,18.900000000000002,170.29,0,0.11,0.30000000000000004,4.3,202,100,18.900000000000002,1004,N/A
2019,1,1,1,0,0,0,0,0,0,0,3,18.8,169.95000000000002,0,0.11,0.30000000000000004,4.3,199,100,18.8,1004,N/A
2019,1,1,1,30,0,0,0,0,0,0,3,18.7,166.02,0,0.11,0.30000000000000004,4.2,199,100,18.7,1004,N/A
2019,1,1,2,0,0,0,0,0,0,0,0,18.6,160.57,0,0.11,0.30000000000000004,4.1000000000000005,199,100,18.6,1004,N/A
2019,1,1,2,30,0,0,0,0,0,0,0,18.6,154.58,0,0.11,0.30000000000000004,4,209,100,18.6,1004,N/A
2019,1,1,3,0,0,0,0,0,0,0,3,18.6,148.38,0,0.11,0.30000000000000004,3.9000000000000004,218,100,18.6,1004,N/A
2019,1,1,3,30,0,0,0,0,0,0,0,18.5,142.07,0,0.11,0.2,3.8000000000000003,226,100,18.5,1004,N/A
2019,1,1,4,0,0,0,0,0,0,0,0,18.400000000000002,135.74,0,0.11,0.2,3.7,234,100,18.400000000000002,1004,N/A
2019,1,1,4,30,0,0,0,0,0,0,3,18.3,129.41,0,0.11,0.2,3.6,246,100,18.3,1004,N/A
2019,1,1,5,0,0,0,0,0,0,0,3,18.2,123.11,0,0.11,0.2,3.6,258,100,18.2,1004,N/A
2019,1,1,5,30,0,0,0,0,0,0,7,17.900000000000002,116.87,0,0.11,0.2,3.5,273,100,17.900000000000002,1004,N/A
2019,1,1,6,0,0,0,0,0,0,0,3,17.7,110.7,0,0.11,0.2,3.5,287,100,17.7,1005,N/A
2019,1,1,6,30,0,0,0,0,0,0,0,17.5,104.62,0,0.11,0.2,3.4000000000000004,303,100,17.5,1005,N/A
2019,1,1,7,0,0,0,0,0,0,0,3,17.3,98.67,0,0.11,0.2,3.4000000000000004,318,100,17.3,1005,N/A
2019,1,1,7,30,0,0,0,0,0,0,4,17.5,92.87,0,0.11,0.2,3.4000000000000004,328,98.91,17.7,1006,N/A
2019,1,1,8,0,15,64,18,21,210,32,3,18,87.02,68,0.11,0.2,3.4000000000000004,338,100,18,1006,N/A
2019,1,1,8,30,42,3,42,40,450,105,3,18.1,81.75,100,0.11,0.2,3.5,316,95.73,18.8,1006,N/A
2019,1,1,9,0,81,78,99,52,589,188,3,19.400000000000002,76.68,71,0.11,0.2,3.5,293,98.69,19.6,1006,N/A
2019,1,1,9,30,118,223,187,67,655,270,7,19.400000000000002,71.92,0,0.11,0.30000000000000004,3.6,275,93.46000000000001,20.5,1007,N/A
2019,1,1,10,0,118,120,164,82,685,343,7,20.5,67.58,50,0.11,0.30000000000000004,3.7,256,94.79,21.400000000000002,1007,N/A
2019,1,1,10,30,80,0,80,88,731,411,7,20.5,63.74,54,0.11,0.30000000000000004,3.8000000000000003,252,93.64,21.6,1007,N/A
2019,1,1,11,0,95,1,95,92,763,468,7,20.200000000000003,60.5,39,0.11,0.30000000000000004,3.8000000000000003,248,90.04,21.900000000000002,1006,N/A
2019,1,1,11,30,161,9,166,97,783,512,7,20.200000000000003,57.96,0,0.11,0.30000000000000004,3.9000000000000004,251,89.49,22,1006,N/A
2019,1,1,12,0,219,59,252,98,795,540,7,19.900000000000002,56.22,0,0.11,0.4,4,254,88.01,22,1006,N/A
2019,1,1,12,30,124,1,125,103,793,554,4,19.900000000000002,55.36,0,0.11,0.4,4,259,87.39,22.1,1005,N/A
2019,1,1,13,0,68,0,68,107,781,550,4,20,55.43,0,0.11,0.4,4.1000000000000005,264,87.67,22.1,1005,N/A
2019,1,1,13,30,88,1,89,109,765,532,4,20,56.4,0,0.11,0.30000000000000004,4.1000000000000005,271,88.2,22,1005,N/A
2019,1,1,14,0,137,7,141,111,738,499,4,20,58.25,0,0.11,0.30000000000000004,4.1000000000000005,277,88.81,21.900000000000002,1005,N/A
2019,1,1,14,30,116,6,119,109,706,452,4,20,60.89,0,0.11,0.30000000000000004,4.1000000000000005,287,89.9,21.700000000000003,1005,N/A
2019,1,1,15,0,41,0,41,105,659,392,4,19.900000000000002,64.22,0,0.11,0.30000000000000004,4.2,297,91.45,21.400000000000002,1005,N/A
2019,1,1,15,30,78,11,82,97,606,323,7,19.900000000000002,68.13,14,0.11,0.2,4.2,308,93.71000000000001,21,1005,N/A
2019,1,1,16,0,52,6,54,86,532,246,4,19.900000000000002,72.54,14,0.11,0.2,4.2,319,96.65,20.5,1005,N/A
2019,1,1,16,30,20,0,20,70,431,164,4,19.8,77.34,100,0.11,0.2,4.2,324,100,19.8,1006,N/A
2019,1,1,17,0,11,0,11,48,284,85,3,19.200000000000003,82.45,100,0.11,0.1,4.2,329,100,19.200000000000003,1006,N/A
2019,1,1,17,30,4,5,4,18,85,21,3,18.7,87.71000000000001,64,0.11,0.2,4.2,334,100,18.7,1006,N/A
2019,1,1,18,0,0,0,0,0,0,0,3,18.3,93.63,0,0.11,0.2,4.1000000000000005,340,100,18.3,1007,N/A
2019,1,1,18,30,0,0,0,0,0,0,3,18.3,99.45,0,0.11,0.2,4.1000000000000005,340,100,18.3,1007,N/A
2019,1,1,19,0,0,0,0,0,0,0,3,17.7,105.43,0,0.1,0.2,4.1000000000000005,346,100,17.7,1007,N/A
2019,1,1,19,30,0,0,0,0,0,0,3,17.400000000000002,111.51,0,0.1,0.2,4,346,100,17.400000000000002,1007,N/A
2019,1,1,20,0,0,0,0,0,0,0,3,17.1,117.7,0,0.1,0.2,4,345,100,17.1,1007,N/A
2019,1,1,20,30,0,0,0,0,0,0,3,16.8,123.95,0,0.1,0.2,3.9000000000000004,346,100,16.8,1007,N/A
2019,1,1,21,0,0,0,0,0,0,0,3,16.5,130.25,0,0.1,0.2,3.9000000000000004,347,100,16.5,1008,N/A
2019,1,1,21,30,0,0,0,0,0,0,7,16.3,136.58,0,0.1,0.2,3.9000000000000004,346,100,16.3,1007,N/A
2019,1,1,22,0,0,0,0,0,0,0,7,16,142.91,0,0.1,0.2,3.8000000000000003,344,100,16,1007,N/A
2019,1,1,22,30,0,0,0,0,0,0,7,15.8,149.20000000000002,0,0.1,0.2,3.8000000000000003,342,100,15.8,1007,N/A
2019,1,1,23,0,0,0,0,0,0,0,7,15.600000000000001,155.39000000000001,0,0.1,0.30000000000000004,3.8000000000000003,340,99.76,15.600000000000001,1007,N/A
2019,1,1,23,30,0,0,0,0,0,0,7,15.4,161.32,0,0.1,0.30000000000000004,3.7,340,100,15.4,1007,N/A
2019,1,2,0,0,0,0,0,0,0,0,7,15.100000000000001,166.62,0,0.1,0.30000000000000004,3.7,341,98.83,15.3,1007,N/A
2019,1,2,0,30,0,0,0,0,0,0,7,15.100000000000001,170.18,0,0.1,0.4,3.7,348,99.46000000000001,15.200000000000001,1007,N/A
2019,1,2,1,0,0,0,0,0,0,0,7,14.700000000000001,169.91,0,0.1,0.4,3.7,356,97.58,15.100000000000001,1007,N/A
2019,1,2,1,30,0,0,0,0,0,0,7,14.700000000000001,166.03,0,0.1,0.4,3.7,185,98.21000000000001,15,1007,N/A
2019,1,2,2,0,0,0,0,0,0,0,3,14.4,160.62,0,0.1,0.5,3.7,14,97.03,14.9,1007,N/A
2019,1,2,2,30,0,0,0,0,0,0,7,14.4,154.64000000000001,0,0.1,0.4,3.7,15,98.29,14.700000000000001,1007,N/A
2019,1,2,3,0,0,0,0,0,0,0,7,14.200000000000001,148.44,0,0.1,0.4,3.7,17,98.34,14.5,1007,N/A
2019,1,2,3,30,0,0,0,0,0,0,3,14.200000000000001,142.14000000000001,0,0.1,0.30000000000000004,3.7,23,99.62,14.3,1007,N/A
2019,1,2,4,0,0,0,0,0,0,0,0,14.100000000000001,135.81,0,0.1,0.2,3.7,29,99.7,14.100000000000001,1006,N/A
2019,1,2,4,30,0,0,0,0,0,0,3,14,129.48,0,0.1,0.2,3.7,31,100,14,1006,N/A
2019,1,2,5,0,0,0,0,0,0,0,3,13.8,123.18,0,0.1,0.1,3.6,34,100,13.8,1006,N/A
2019,1,2,5,30,0,0,0,0,0,0,0,13.8,116.93,0,0.1,0.1,3.7,30,100,13.8,1007,N/A
2019,1,2,6,0,0,0,0,0,0,0,0,13.700000000000001,110.75,0,0.1,0.1,3.7,27,100,13.700000000000001,1007,N/A
2019,1,2,6,30,0,0,0,0,0,0,7,13.700000000000001,104.68,0,0.1,0.1,3.7,30,100,13.700000000000001,1008,N/A
2019,1,2,7,0,0,0,0,0,0,0,7,13.700000000000001,98.72,0,0.1,0.1,3.7,33,100,13.700000000000001,1008,N/A
2019,1,2,7,30,0,0,0,0,0,0,7,13.8,92.91,0,0.1,0.2,3.7,56,97.14,14.200000000000001,1008,N/A
2019,1,2,8,0,5,9,5,23,145,30,7,14.5,87.04,86,0.1,0.2,3.6,79,99.19,14.600000000000001,1008,N/A
2019,1,2,8,30,15,0,15,47,371,100,7,14.5,81.78,100,0.1,0.2,3.6,92,94.84,15.3,1008,N/A
2019,1,2,9,0,21,0,21,63,523,183,7,15.600000000000001,76.69,86,0.1,0.2,3.6,105,96.83,16.1,1008,N/A
2019,1,2,9,30,35,0,35,75,617,266,4,15.600000000000001,71.93,0,0.1,0.2,3.6,114,90.98,17.1,1009,N/A
2019,1,2,10,0,30,0,30,84,680,343,7,16.8,67.58,11,0.1,0.2,3.6,122,92.10000000000001,18.1,1009,N/A
2019,1,2,10,30,69,0,69,91,726,412,7,16.8,63.72,11,0.1,0.2,3.6,138,87.61,18.900000000000002,1009,N/A
