Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,966217,-,-,-,32.77,-84.58,-5,226,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2019,1,1,0,0,0,0,0,0,0,0,3,18.3,166.6,0,0.11,0.30000000000000004,4,199,100,18.3,991,N/A
2019,1,1,0,30,0,0,0,0,0,0,3,18.2,169.91,0,0.11,0.30000000000000004,4.1000000000000005,201,100,18.2,991,N/A
2019,1,1,1,0,0,0,0,0,0,0,0,18.1,169.44,0,0.11,0.30000000000000004,4.2,203,100,18.1,991,N/A
2019,1,1,1,30,0,0,0,0,0,0,7,17.900000000000002,165.56,0,0.11,0.30000000000000004,4.2,205,100,17.900000000000002,991,N/A
2019,1,1,2,0,0,0,0,0,0,0,8,17.7,160.18,0,0.11,0.30000000000000004,4.2,206,100,17.7,991,N/A
2019,1,1,2,30,0,0,0,0,0,0,4,17.7,154.25,0,0.11,0.2,4.1000000000000005,213,100,17.7,991,N/A
2019,1,1,3,0,0,0,0,0,0,0,3,17.6,148.09,0,0.11,0.2,4,221,100,17.6,992,N/A
2019,1,1,3,30,0,0,0,0,0,0,3,17.5,141.83,0,0.11,0.2,3.9000000000000004,236,100,17.5,991,N/A
2019,1,1,4,0,0,0,0,0,0,0,3,17.400000000000002,135.53,0,0.11,0.2,3.8000000000000003,252,100,17.400000000000002,991,N/A
2019,1,1,4,30,0,0,0,0,0,0,3,17.1,129.23,0,0.11,0.2,3.7,265,100,17.1,992,N/A
2019,1,1,5,0,0,0,0,0,0,0,3,16.8,122.96000000000001,0,0.11,0.2,3.6,277,100,16.8,992,N/A
2019,1,1,5,30,0,0,0,0,0,0,7,16.400000000000002,116.74000000000001,0,0.11,0.2,3.5,292,100,16.400000000000002,992,N/A
2019,1,1,6,0,0,0,0,0,0,0,3,16,110.60000000000001,0,0.11,0.2,3.4000000000000004,308,100,16,992,N/A
2019,1,1,6,30,0,0,0,0,0,0,0,15.8,104.56,0,0.11,0.1,3.3000000000000003,316,100,15.8,993,N/A
2019,1,1,7,0,0,0,0,0,0,0,7,15.600000000000001,98.64,0,0.11,0.1,3.3000000000000003,324,100,15.600000000000001,993,N/A
2019,1,1,7,30,0,0,0,0,0,0,7,15.8,92.87,0,0.11,0.1,3.3000000000000003,335,100,15.8,993,N/A
2019,1,1,8,0,13,92,18,22,197,32,0,16,87.05,46,0.11,0.1,3.3000000000000003,347,100,16,993,N/A
2019,1,1,8,30,40,125,58,42,432,103,7,16.3,81.83,71,0.11,0.2,3.4000000000000004,337,97.26,16.7,994,N/A
2019,1,1,9,0,65,31,72,56,571,186,7,17.400000000000002,76.79,79,0.11,0.2,3.4000000000000004,328,99.9,17.400000000000002,994,N/A
2019,1,1,9,30,99,29,108,70,638,266,7,17.400000000000002,72.09,21,0.11,0.2,3.5,304,94.42,18.3,994,N/A
2019,1,1,10,0,110,9,113,86,670,339,7,18.3,67.79,0,0.11,0.2,3.6,280,94.93,19.1,994,N/A
2019,1,1,10,30,113,6,116,92,716,406,7,18.3,64,0,0.11,0.2,3.7,272,92.03,19.6,994,N/A
2019,1,1,11,0,57,0,57,98,747,462,7,18.400000000000002,60.81,11,0.11,0.2,3.7,264,89.89,20.1,994,N/A
2019,1,1,11,30,26,0,26,101,769,505,7,18.400000000000002,58.32,21,0.11,0.2,3.8000000000000003,266,89.34,20.200000000000003,994,N/A
